Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Churn,Churn_Numeric,Num_Internet_Services
Male,0,Yes,Yes,31,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,34.32,7.5518435092528975,Yes,1.0,3
Male,0,Yes,No,23,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Two Year,Yes,Electronic Check,111.54,8.1701149090078,No,0.0,3
Male,1,No,No,2,Yes,No,Dsl,Yes,No,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),24.21,6.98880978231008,Yes,1.0,2
Female,0,Yes,No,26,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,22.5,6.104279707726606,Yes,1.0,4
Male,1,Yes,Yes,39,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Electronic Check,113.58,6.097759625925584,No,0.0,1
Female,0,Yes,Yes,22,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,Two Year,Yes,Electronic Check,75.19,7.67759494610214,No,0.0,3
Female,0,Yes,No,6,Yes,No,Dsl,Yes,Yes,No,No,No,No,Two Year,No,Electronic Check,30.0,7.564751828859114,No,0.0,2
Female,1,No,Yes,36,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,30.99,7.0314938783437935,Yes,1.0,4
Male,0,Yes,No,6,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,93.92,4.630545492319319,Yes,1.0,2
Male,1,No,Yes,21,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),78.65,6.388225214586,Yes,1.0,2
Male,0,Yes,Yes,16,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),74.55,8.306691889044831,Yes,1.0,3
Male,1,Yes,Yes,18,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),86.78,8.422291128320959,No,0.0,4
Female,0,Yes,Yes,38,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Electronic Check,89.64,8.038324785889703,No,0.0,4
Female,0,No,Yes,35,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Two Year,No,Electronic Check,48.61,8.115452140391563,Yes,1.0,3
Female,0,Yes,Yes,14,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Transfer (Automatic),119.65,8.602756019765682,Yes,1.0,4
Male,0,Yes,Yes,62,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,26.39,6.8466349093030345,No,0.0,4
Female,0,Yes,No,28,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,98.19,8.836413174343402,No,0.0,0
Male,0,No,No,59,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,46.16,5.674937084542365,No,0.0,4
Female,0,No,Yes,55,Yes,No,Dsl,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,108.71,8.376541653468246,No,0.0,2
Male,0,Yes,Yes,39,Yes,Yes,Dsl,No,No,No,No,No,Yes,Two Year,No,Electronic Check,32.29,7.5787897660964845,No,0.0,1
Male,0,No,No,15,Yes,No,Dsl,No,No,No,Yes,No,Yes,One Year,Yes,Mailed Check,118.99,8.937193483395559,Yes,1.0,2
Female,0,Yes,Yes,32,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),67.19,7.252493260020382,Yes,1.0,1
Female,0,Yes,No,15,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Electronic Check,58.08,8.191654168796891,No,0.0,3
Female,0,No,No,29,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,31.15,5.900883168876743,Yes,1.0,3
Female,0,Yes,No,65,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Bank Transfer (Automatic),54.45,8.0179304590147,No,0.0,1
Male,0,Yes,No,43,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,Yes,Electronic Check,44.33,7.143341103186234,No,0.0,3
Female,0,No,No,37,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,114.17,8.605423824810597,No,0.0,5
Female,1,No,Yes,50,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),86.34,8.146454095023154,No,0.0,3
Female,0,No,Yes,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,55.23,7.288162374416117,No,0.0,4
Male,0,No,No,17,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),29.29,6.96440022768809,Yes,1.0,4
Male,0,Yes,Yes,4,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,69.82,8.167808749920397,Yes,1.0,3
Female,0,Yes,No,39,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,Yes,Electronic Check,95.88,8.650872323126803,No,0.0,2
Male,0,Yes,Yes,5,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),103.05,8.816896221769825,No,0.0,4
Female,0,Yes,Yes,11,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,73.94,7.625814560238299,Yes,1.0,2
Male,0,Yes,Yes,11,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,119.45,6.916814123470483,Yes,1.0,1
Male,0,Yes,Yes,21,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,65.21,7.924293075076758,Yes,1.0,1
Male,0,Yes,Yes,48,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),28.19,5.989212012054688,No,0.0,5
Male,0,Yes,Yes,49,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Two Year,No,Electronic Check,48.96,7.995977106620668,No,0.0,2
Female,1,No,Yes,3,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,85.71,8.53650746419264,Yes,1.0,3
Female,0,Yes,Yes,49,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),82.64,7.642433002982254,No,0.0,3
Female,0,Yes,No,2,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,53.25,5.117754262768945,Yes,1.0,4
Male,1,Yes,No,15,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,Yes,Electronic Check,108.79,8.435043432134409,No,0.0,2
Female,0,Yes,Yes,13,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,46.15,8.024541418229111,No,0.0,2
Female,0,Yes,Yes,63,No,No,Dsl,Yes,No,No,No,Yes,No,One Year,No,Electronic Check,47.92,5.638532589448084,No,0.0,2
Female,0,No,Yes,40,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,71.44,8.13213053067622,No,0.0,4
Male,1,No,No,67,No,No,No,No,No,No,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),63.64,8.405181718204354,No,0.0,2
Male,1,No,Yes,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,68.47,8.2512256429111,No,0.0,5
Male,0,Yes,Yes,1,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Electronic Check,84.59,8.236097381839192,No,0.0,4
Female,0,Yes,No,9,No,Yes,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,115.21,8.83522210503987,No,0.0,2
Female,0,Yes,No,25,Yes,No,Dsl,No,No,Yes,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),82.51,7.006840143872291,Yes,1.0,3
Female,0,Yes,No,3,Yes,Yes,Dsl,Yes,No,No,No,No,No,Two Year,No,Credit Card (Automatic),48.44,8.016360801873482,Yes,1.0,1
Male,0,No,Yes,27,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),118.88,9.012713483873252,No,0.0,2
Male,1,No,No,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-To-Month,No,Mailed Check,106.12,8.83105311440966,Yes,1.0,2
Female,0,Yes,Yes,65,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,56.25,6.120692945115768,Yes,1.0,2
Male,0,Yes,No,15,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),64.91,6.409302791279288,Yes,1.0,2
Male,0,No,Yes,56,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,34.94,7.76977988091611,No,0.0,3
Male,0,No,Yes,22,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),68.2,7.9873308469726965,Yes,1.0,3
Male,0,No,Yes,22,Yes,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),60.46,7.1116670800188695,No,0.0,2
Female,0,No,No,20,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,104.97,8.689772445717624,No,0.0,3
Male,1,No,Yes,24,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),49.67,6.290920781271355,No,0.0,4
Male,1,No,Yes,57,No,No,Dsl,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,87.95,7.438195277031704,No,0.0,3
Male,0,No,Yes,36,Yes,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),41.07,7.6634734213035784,No,0.0,3
Male,1,Yes,No,48,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,55.75,5.256818059370008,No,0.0,4
Female,0,Yes,Yes,14,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,63.47,7.366780111184615,No,0.0,3
Female,0,No,Yes,27,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),118.69,7.085616905053999,Yes,1.0,2
Male,0,Yes,Yes,66,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),88.89,7.607654612364616,Yes,1.0,3
Male,0,No,Yes,3,Yes,No,Dsl,Yes,No,No,No,Yes,No,One Year,No,Mailed Check,59.42,8.25069318655211,No,0.0,2
Male,1,Yes,No,46,No,No,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,86.73,8.059326806914042,Yes,1.0,4
Male,0,No,Yes,49,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),25.19,5.173887288169859,Yes,1.0,4
Male,0,Yes,No,59,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),38.68,6.281051054970906,No,0.0,1
Male,0,No,No,61,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,100.19,8.629303277389724,No,0.0,3
Female,0,Yes,Yes,66,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,116.55,6.958771534998101,No,0.0,2
Male,0,Yes,No,71,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,82.77,7.994763837351896,No,0.0,4
Female,0,No,No,42,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,41.26,7.156597765642376,No,0.0,1
Female,0,No,No,57,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),113.5,7.7002454058923275,No,0.0,3
Male,0,No,Yes,51,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,31.41,7.654234673918853,No,0.0,2
Female,0,Yes,No,68,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Electronic Check,85.96,7.001345799200942,No,0.0,1
Female,0,Yes,No,45,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),63.18,7.831986402341881,Yes,1.0,0
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),117.06,8.303891054132885,Yes,1.0,4
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,One Year,No,Electronic Check,56.24,5.541969178493598,Yes,1.0,2
Female,0,No,No,34,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,66.63,8.29139361599072,Yes,1.0,2
Female,0,No,No,60,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,105.84,8.044728937314682,No,0.0,5
Male,0,Yes,No,14,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,51.46,8.015168723603315,Yes,1.0,2
Female,1,No,Yes,34,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Electronic Check,60.36,5.260926977329477,No,0.0,2
Female,0,No,No,28,Yes,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Electronic Check,73.83,7.7194762935461245,Yes,1.0,2
Female,0,No,Yes,37,No,Yes,Dsl,Yes,No,No,Yes,No,No,One Year,No,Mailed Check,76.75,8.247010442096242,No,0.0,2
Male,1,No,No,68,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,31.34,7.513671058348903,No,0.0,4
Female,0,Yes,No,23,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),51.76,6.944800550654486,Yes,1.0,1
Male,0,No,Yes,18,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,40.65,3.927108642846187,Yes,1.0,4
Female,0,No,No,45,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,117.17,8.309521826125982,Yes,1.0,5
Male,1,No,Yes,48,Yes,No,No,No,Yes,No,Yes,No,No,One Year,No,Electronic Check,47.51,5.188390887169432,Yes,1.0,2
Male,1,Yes,No,43,Yes,No,No,No,No,Yes,Yes,No,No,Two Year,No,Electronic Check,21.37,7.275926882344005,No,0.0,2
Female,0,No,Yes,25,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),30.42,6.158841656516114,Yes,1.0,1
Female,0,Yes,Yes,24,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,71.83,8.167456975869182,No,0.0,5
Male,0,Yes,No,34,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),84.67,8.06819617027318,Yes,1.0,4
Female,1,No,Yes,35,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),27.76,7.094774119577714,No,0.0,2
Male,1,No,No,13,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,23.81,7.396844366655219,Yes,1.0,2
Male,0,Yes,Yes,55,Yes,No,Dsl,No,No,Yes,Yes,No,No,One Year,No,Mailed Check,58.02,8.138728275290429,No,0.0,2
Male,0,Yes,Yes,5,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,63.77,7.937338981239811,Yes,1.0,3
Male,0,Yes,Yes,31,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,47.72,7.6548791503988145,No,0.0,5
Male,0,Yes,No,25,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,48.27,7.038178094984956,Yes,1.0,1
Female,0,No,Yes,14,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,84.24,5.152482018324492,Yes,1.0,0
Male,0,Yes,Yes,48,Yes,Yes,Dsl,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,73.57,7.080203251977793,Yes,1.0,3
Male,0,No,Yes,55,Yes,No,No,Yes,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,37.11,6.802039144543891,No,0.0,3
Female,0,No,No,36,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),58.01,7.249051575379555,No,0.0,4
Male,1,Yes,No,52,Yes,Yes,Dsl,No,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,33.67,6.955983380462021,No,0.0,2
Female,0,No,Yes,57,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,Two Year,No,Electronic Check,28.94,6.220610050617826,No,0.0,3
Female,0,Yes,Yes,35,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),90.41,8.523063924887964,Yes,1.0,4
Female,0,Yes,No,10,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,107.92,7.350503326536341,No,0.0,2
Male,1,Yes,Yes,26,Yes,No,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,57.79,8.116554417796108,Yes,1.0,2
Male,0,No,Yes,1,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Two Year,No,Bank Transfer (Automatic),30.28,7.1216481746134095,No,0.0,2
Male,0,No,Yes,21,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,39.54,7.194376789236597,Yes,1.0,3
Female,0,Yes,Yes,65,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,105.6,7.871810887693492,Yes,1.0,3
Male,0,No,Yes,16,Yes,No,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),36.83,5.882486384538237,Yes,1.0,4
Female,0,No,Yes,3,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),38.56,7.715493740297029,Yes,1.0,1
Male,0,No,No,13,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),38.86,7.2525499308901535,No,0.0,2
Female,1,No,Yes,6,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Mailed Check,90.71,7.272287275285638,Yes,1.0,3
Male,0,No,Yes,15,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,26.58,7.527675637523069,No,0.0,1
Male,0,Yes,No,65,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,109.06,7.284374996976465,No,0.0,3
Male,0,No,No,18,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Electronic Check,85.81,7.747186564559233,No,0.0,5
Female,0,No,No,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,60.42,7.220915021639562,Yes,1.0,4
Female,0,Yes,No,30,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,20.56,5.626793433128065,No,0.0,2
Male,0,No,Yes,3,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),52.68,7.72701955909947,Yes,1.0,3
Male,0,No,No,57,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,53.39,4.7456275386833475,No,0.0,1
Female,0,No,Yes,55,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),47.03,7.942689120987009,No,0.0,1
Female,0,Yes,No,52,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,48.69,7.815235310377675,No,0.0,3
Female,0,No,No,42,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),42.92,6.657073507674455,Yes,1.0,2
Male,0,No,No,48,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),84.73,8.533127562332709,No,0.0,4
Female,1,Yes,Yes,59,Yes,Yes,Fiber Optic,No,No,No,No,No,No,One Year,No,Mailed Check,86.41,8.627678552591313,No,0.0,0
Male,0,Yes,No,15,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),112.63,8.695801194831539,No,0.0,4
Female,0,No,No,59,No,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,76.45,5.846929983874686,Yes,1.0,3
Male,0,Yes,No,46,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,61.02,7.634240519152593,Yes,1.0,3
Female,0,Yes,Yes,14,Yes,Yes,Dsl,No,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,85.63,6.437255526687712,Yes,1.0,2
Female,0,Yes,Yes,62,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,44.7,4.651194624299371,Yes,1.0,2
Female,1,No,No,27,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Two Year,Yes,Electronic Check,107.99,7.521209690632833,No,0.0,3
Female,0,No,Yes,19,Yes,No,Dsl,No,No,No,No,Yes,Yes,Two Year,No,Mailed Check,81.61,8.590047663981796,No,0.0,2
Female,0,Yes,No,62,Yes,No,No,No,No,No,Yes,Yes,No,One Year,No,Electronic Check,68.49,7.554664784997573,No,0.0,2
Male,0,Yes,Yes,32,Yes,No,Dsl,No,No,No,Yes,No,No,Two Year,No,Mailed Check,39.13,7.751453812413868,No,0.0,1
Female,0,Yes,No,35,No,Yes,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),21.25,7.209754372028711,Yes,1.0,3
Female,0,Yes,Yes,12,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),38.29,6.812048020352449,No,0.0,3
Female,0,No,No,61,Yes,Yes,Dsl,No,Yes,No,No,No,Yes,One Year,No,Credit Card (Automatic),97.65,8.744800365925723,No,0.0,2
Male,0,Yes,Yes,67,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,63.16,7.937970946941894,No,0.0,1
Female,1,No,Yes,22,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Bank Transfer (Automatic),100.42,6.696527946678261,No,0.0,1
Male,0,Yes,No,71,Yes,No,No,No,No,No,Yes,Yes,No,Two Year,No,Credit Card (Automatic),44.0,7.7698263335207365,Yes,1.0,2
Female,0,No,No,12,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),34.5,6.98234313597271,No,0.0,3
Female,0,No,Yes,39,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,40.8,7.497107384608961,No,0.0,3
Male,0,Yes,No,29,Yes,No,Dsl,No,Yes,No,Yes,Yes,No,Two Year,No,Bank Transfer (Automatic),93.85,8.109979555523955,No,0.0,3
Female,0,No,No,24,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,One Year,No,Electronic Check,82.67,8.671648396299606,No,0.0,3
Male,0,No,No,25,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),105.34,8.583351649746762,No,0.0,1
Male,1,No,No,23,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),76.78,7.155716313138885,Yes,1.0,3
Female,1,Yes,Yes,38,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),82.41,8.456391678955574,No,0.0,4
Male,1,No,No,60,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),56.38,7.9316978993132174,Yes,1.0,4
Female,0,No,Yes,48,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),89.42,8.13082457899906,Yes,1.0,2
Female,0,Yes,Yes,40,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),56.65,8.26817013593443,Yes,1.0,4
Male,0,Yes,No,69,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Electronic Check,69.4,7.791225254221523,No,0.0,4
Male,0,No,No,19,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,26.74,6.980401468966991,Yes,1.0,3
Male,0,No,Yes,43,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,No,Electronic Check,52.37,7.970391451760442,No,0.0,3
Male,0,Yes,No,15,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,32.76,7.578288684670496,Yes,1.0,4
Female,0,Yes,No,20,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,No,Credit Card (Automatic),67.02,8.049043841930683,No,0.0,3
Female,0,No,Yes,14,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,Yes,Mailed Check,26.2,7.271682858859069,No,0.0,3
Male,0,No,Yes,38,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,55.6,8.05450037294953,Yes,1.0,2
Female,0,Yes,Yes,41,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,68.59,8.35032127197816,No,0.0,3
Female,0,Yes,No,60,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),75.15,8.254518478764695,Yes,1.0,1
Female,0,No,No,3,Yes,No,No,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.18,7.537744318574612,No,0.0,1
Female,0,No,Yes,23,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,24.78,6.286686870283742,No,0.0,4
Male,0,Yes,Yes,2,Yes,Yes,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),20.49,6.112420322077599,Yes,1.0,1
Male,0,No,No,0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,40.19,6.374667004542158,Yes,1.0,2
