Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Num_Internet_Services
Male,0,No,No,71,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),61.82,7.80921659661029,1
Male,0,No,No,68,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Electronic Check,46.03,7.792654410065124,3
Female,0,Yes,Yes,71,No,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),97.4,8.209123360512427,1
Male,1,No,No,43,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),58.54,8.27943080371543,4
Male,0,No,Yes,70,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,24.32,5.511450985232928,3
Female,0,Yes,No,16,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card (Automatic),59.77,8.257017330645668,3
Male,0,No,No,59,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,33.96,7.792315893014255,3
Male,0,No,Yes,57,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,69.59,8.359701603632487,5
Female,0,Yes,No,26,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,114.05,8.87169617836312,3
Female,0,No,No,44,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Two Year,Yes,Electronic Check,66.71,8.292140318507073,3
Female,0,No,Yes,51,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),61.63,8.28945911976765,3
Female,0,No,Yes,21,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,52.91,7.998725104952801,4
Male,1,Yes,Yes,69,Yes,No,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),51.06,7.943569752826207,2
Female,0,Yes,No,17,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,23.04,7.263623897928229,1
Female,0,No,Yes,5,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,82.54,7.69767974443942,4
Female,0,No,No,16,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),99.05,8.691395207104934,2
Female,0,No,No,67,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),75.52,8.488736102066113,3
Male,0,No,No,43,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,59.48,7.917459848284907,2
Male,0,Yes,No,57,Yes,No,Dsl,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,51.46,5.485667923363432,4
Female,0,No,No,48,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,35.62,7.123761419471479,4
Female,0,No,Yes,42,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),37.93,7.805266779711585,3
Male,0,Yes,Yes,7,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,110.49,8.763193524873374,2
Female,0,Yes,No,3,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,61.8,7.385596861065875,5
Female,0,Yes,No,64,No,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),111.89,8.038150432047827,1
Male,0,Yes,No,70,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,92.5,6.5018900908526325,2
Male,1,No,Yes,51,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,105.35,8.695319292916023,4
Male,0,Yes,Yes,44,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,54.74,6.686946499964646,3
Male,0,Yes,Yes,17,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,94.01,7.971099565564916,2
Male,0,Yes,No,58,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card (Automatic),45.45,8.081654368521814,3
Male,0,Yes,Yes,34,Yes,No,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),106.57,7.48074410504823,2
Female,1,No,No,44,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,48.1,7.737441823680909,4
Female,0,Yes,Yes,52,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,90.05,8.660058140569326,4
Female,0,No,Yes,31,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two Year,No,Electronic Check,78.77,5.147668880208948,3
Male,1,No,Yes,25,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,No,Mailed Check,109.18,8.765162029446047,3
Female,0,Yes,No,25,No,No,Dsl,Yes,No,No,No,Yes,No,One Year,No,Mailed Check,29.76,7.460565101647163,2
Male,0,Yes,Yes,28,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),51.32,7.516797763151343,3
Male,0,No,No,8,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,108.47,5.153811690438308,0
Female,0,No,No,45,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,117.17,8.309521826125982,5
Female,0,No,No,12,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,105.51,8.700585841052066,5
Male,0,No,No,21,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),39.57,7.872950454209895,5
Male,0,Yes,No,5,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,31.03,7.536123909599902,1
Male,0,No,Yes,46,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,72.0,8.18067935392972,2
Female,0,No,No,49,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,59.97,7.955344412210481,2
Male,1,No,Yes,61,Yes,No,Dsl,No,No,No,No,Yes,Yes,One Year,No,Electronic Check,108.21,7.183119294728881,2
Female,0,No,Yes,64,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),30.51,4.462799844696365,2
Female,0,Yes,No,38,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),95.57,7.147669414612037,4
Male,0,Yes,No,3,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),74.06,6.104949470209226,1
Female,0,Yes,No,70,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Mailed Check,29.56,6.868473763980461,3
Male,0,Yes,No,36,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),90.08,8.156309402703451,5
Male,0,Yes,Yes,60,Yes,Yes,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),61.39,7.447489007895335,2
Male,0,Yes,Yes,57,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,52.34,5.580823567255753,3
Female,1,No,No,8,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,One Year,Yes,Credit Card (Automatic),25.84,7.222551420175465,2
Female,0,No,Yes,4,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),54.99,7.404370410279013,3
Male,0,No,Yes,65,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,48.56,7.425357887027151,2
Female,0,Yes,Yes,12,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),31.15,7.405258553024207,5
Female,0,Yes,No,22,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,102.05,8.304596327752593,3
Female,1,Yes,Yes,56,No,Yes,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,117.95,8.46153247899081,3
Female,0,Yes,Yes,71,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),92.26,8.011998351656036,4
Male,0,Yes,Yes,62,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,73.43,7.945891893073954,3
Male,1,No,Yes,69,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Transfer (Automatic),97.78,8.353461762432081,3
Male,0,Yes,Yes,25,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,35.35,5.238355025375354,2
Male,1,No,Yes,63,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,89.51,8.443807112481048,4
Male,0,No,Yes,8,Yes,Yes,Dsl,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,24.86,6.965816618395407,1
Male,1,Yes,No,64,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,104.59,8.164108936089544,3
Male,0,No,Yes,20,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,25.02,7.282967343919281,1
Female,1,No,Yes,18,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),65.45,7.958968435546953,4
Male,0,No,No,42,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,66.91,7.575328208422652,2
Male,0,No,No,1,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),25.82,6.785768419627665,3
Male,0,Yes,No,44,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,38.4,6.595630229445115,3
Female,0,Yes,No,37,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),115.79,6.556977200023654,3
Male,0,No,No,24,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,88.93,8.0152414117086,3
Female,0,No,Yes,12,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),82.37,7.510304659017033,4
Male,0,Yes,No,25,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),27.7,6.692133369066774,2
Male,0,No,No,13,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),38.86,7.2525499308901535,2
Female,0,Yes,Yes,18,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,42.82,6.332373356142771,2
Female,0,No,No,57,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,91.99,8.603073595764013,3
Male,0,Yes,Yes,49,Yes,Yes,Dsl,No,Yes,No,No,No,No,One Year,Yes,Credit Card (Automatic),107.68,7.184432014257237,1
Male,0,Yes,No,15,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),109.99,8.247817202160325,5
Female,0,Yes,Yes,18,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,82.68,8.044530028744596,2
Male,0,No,Yes,30,Yes,No,Dsl,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),42.2,6.495899795851958,3
Female,0,Yes,No,7,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),52.07,6.006673305393934,2
Male,0,No,Yes,39,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,93.5,7.791688094748166,5
Male,1,No,Yes,60,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,31.25,7.700236351529936,3
Male,0,No,Yes,4,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),20.76,5.491537649210889,3
Female,1,No,No,52,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,27.8,7.010366017465632,2
Male,0,No,No,4,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Electronic Check,55.71,7.303035362031936,4
Female,1,No,No,15,No,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,36.01,7.833287179422227,2
Male,0,Yes,No,30,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),42.38,5.947512659578799,5
Male,1,Yes,No,37,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),85.44,6.325702145927779,3
Male,0,No,Yes,39,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),115.9,8.201470976308801,2
Male,1,No,No,33,Yes,Yes,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,99.6,8.836474216596288,2
Female,0,No,No,30,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),113.43,7.939999818940019,1
Female,1,Yes,No,2,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Two Year,Yes,Mailed Check,26.1,7.44914308493076,1
Male,0,No,No,16,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Bank Transfer (Automatic),81.16,6.31644240430346,2
Female,0,No,No,13,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,86.17,8.56620428356024,2
Male,0,Yes,Yes,6,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,34.55,5.542321808529576,3
Male,0,Yes,Yes,8,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),90.01,6.632357445363575,2
Male,1,Yes,No,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),36.44,6.635736559885791,4
Male,0,Yes,No,42,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,109.64,8.514774268178927,3
Female,0,Yes,No,48,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),32.89,6.713029102029422,1
Male,0,No,Yes,64,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,86.19,8.559541700220478,3
Female,0,No,Yes,25,Yes,No,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),84.91,7.4960917926896915,1
Female,0,No,No,20,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Credit Card (Automatic),112.72,8.167431439064261,1
Female,0,No,Yes,57,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,38.07,7.520592216084039,2
Male,0,No,Yes,42,No,No,No,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,90.87,7.529680319366817,4
Female,0,No,No,63,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Two Year,No,Mailed Check,85.94,8.648752891531972,3
Female,0,No,Yes,61,Yes,Yes,No,No,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),93.6,8.23260765308365,1
Male,0,Yes,No,18,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,74.71,6.890253003845995,2
Female,0,Yes,No,39,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,79.45,6.59959835334097,3
Male,0,Yes,Yes,18,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,105.4,8.643013177425134,2
Female,0,Yes,No,35,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,27.95,6.356680413308461,3
Female,0,Yes,Yes,1,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),108.63,8.539271658396117,2
Male,1,No,No,20,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,116.85,7.127091591953393,3
Female,0,Yes,Yes,27,No,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,109.12,7.301923483348005,4
Male,0,No,Yes,2,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-To-Month,No,Mailed Check,96.7,8.632117032357167,3
Female,0,No,No,68,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),49.44,8.159757958531097,0
Female,0,No,No,33,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,43.78,7.782369484661157,2
Female,0,No,No,70,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,74.76,7.867733655476393,0
Male,1,Yes,Yes,15,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Electronic Check,60.52,6.971039889302022,1
Male,0,No,Yes,8,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Electronic Check,63.02,8.050429109167212,4
Female,1,No,No,26,No,Yes,No,No,Yes,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),57.03,7.339018079911442,3
Female,0,Yes,No,24,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),30.76,7.66691957452082,4
Female,0,Yes,No,70,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,48.95,6.661854740545311,2
Female,1,Yes,No,11,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,111.39,8.142470650642586,3
Female,1,No,No,52,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),72.65,7.158280507037564,3
Female,0,Yes,No,21,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,112.26,8.09654337698287,2
Male,0,Yes,Yes,36,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,50.59,7.370753175287868,4
Male,1,No,No,47,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,54.64,7.967876188468274,3
Male,0,No,Yes,64,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,Yes,Mailed Check,37.57,7.52855754766842,1
Male,0,Yes,Yes,32,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),110.47,8.683300674347164,2
Male,0,No,No,69,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,51.73,8.009206866357406,3
Male,0,No,Yes,12,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Two Year,Yes,Electronic Check,89.73,8.538531893247589,3
Female,0,Yes,No,35,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,No,Electronic Check,49.51,6.769515677258216,2
Female,0,No,Yes,47,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,98.63,7.818534852281762,2
Male,0,No,No,24,Yes,Yes,Dsl,No,No,No,Yes,No,No,Two Year,Yes,Credit Card (Automatic),34.25,6.828625487806832,1
Female,0,No,Yes,39,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,52.08,5.156119960838237,1
Female,1,No,Yes,21,Yes,No,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),114.76,8.050968014819151,1
Male,0,No,No,71,Yes,No,Dsl,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,81.9,7.411979159113565,2
Female,1,Yes,No,50,No,No,Fiber Optic,No,Yes,No,No,No,No,Two Year,Yes,Electronic Check,66.8,7.680281870359812,1
Male,0,Yes,Yes,28,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,61.92,8.288552056041398,3
Female,0,Yes,Yes,69,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,No,Electronic Check,53.84,5.514516863627815,4
Female,0,Yes,No,4,Yes,Yes,Dsl,No,No,Yes,No,No,No,Two Year,Yes,Electronic Check,118.25,7.2653807710068605,1
Female,1,Yes,Yes,3,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,36.01,7.619709493360292,4
Male,0,No,No,26,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,82.0,7.679103472336248,2
Female,0,Yes,No,30,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,20.56,5.626793433128065,2
Male,0,No,No,22,No,No,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,80.1,8.538285183203085,3
Male,0,No,Yes,63,Yes,No,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),41.1,7.594471827276275,3
Female,0,Yes,Yes,42,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.0,8.368632856452193,3
Female,1,Yes,Yes,8,No,No,Dsl,No,No,Yes,Yes,No,No,One Year,No,Electronic Check,56.81,7.016017580384407,2
Male,0,No,Yes,35,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,104.11,7.905349461920327,1
Female,0,No,No,20,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,33.44,6.687682009525146,2
Male,0,Yes,No,42,Yes,No,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,No,Electronic Check,91.9,8.40958570877336,2
Male,0,Yes,No,34,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,107.66,8.684555074858345,2
Male,0,No,Yes,36,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Two Year,No,Mailed Check,59.35,7.716532067124556,2
Male,0,No,No,51,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,47.18,7.237720677688654,3
Female,0,No,Yes,42,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),45.14,7.760206978352828,1
Female,0,No,Yes,61,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,31.45,7.390940399394193,2
Male,0,Yes,No,2,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,56.97,7.101008533116426,4
Male,0,No,No,31,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,34.56,6.930045006956198,5
Female,0,Yes,No,9,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,115.99,8.353744417982846,1
Female,0,No,Yes,11,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),58.15,6.2667070681661725,4
Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,80.65,6.814147649016961,1
Female,1,Yes,No,22,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,One Year,No,Electronic Check,63.27,8.329776275299112,3
Male,0,No,No,31,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,68.4,6.861051436928394,0
Female,0,Yes,Yes,6,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),52.66,6.049969276480545,4
Male,1,No,Yes,55,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,59.14,4.847017722096073,5
Female,1,No,No,32,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,58.42,8.066524629197021,4
Male,0,Yes,Yes,16,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),74.55,8.306691889044831,3
Male,0,Yes,Yes,63,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,119.63,7.813361130287525,4
Female,0,Yes,Yes,11,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,73.94,7.625814560238299,2
Female,0,No,Yes,14,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),41.94,7.581296512902994,3
Male,0,Yes,No,39,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),118.81,8.445710078994374,2
Male,0,No,No,66,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,111.04,8.613339385299751,2
Male,0,Yes,No,37,No,No,No,No,Yes,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),86.21,7.325978653188964,2
Male,0,Yes,Yes,59,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,35.75,7.462226427352982,2
Female,0,No,No,71,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Mailed Check,65.06,7.521474979244034,1
Female,1,No,Yes,9,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,67.38,8.46283203806327,4
Female,0,No,Yes,38,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,95.42,8.204070226482504,2
Male,0,No,Yes,21,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,23.08,6.672159519728687,2
Male,0,Yes,Yes,10,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,30.34,7.658312508385954,3
Male,0,Yes,No,42,Yes,No,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,92.66,6.886735911758062,4
Female,0,Yes,No,42,No,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,35.1,6.635710307309755,3
